ID,Course,Semester,Final Grade
332323232,Calculus 1,2019A,93
321222121,Linear algebra 1,2018B,71
333322212,Calculus 1,2022B,58
212231322,Linear algebra 1,2023B,63
122223111,Linear algebra 1,2022B,67
321322212,Calculus 1,2021B,66
211123232,Linear algebra 1,2020A,70
121222231,Linear algebra 1,2021B,59
211123231,Linear algebra 2,2018B,87
323133332,Intro to Java,2018B,100
132232212,Algorithms,2021B,80
311133323,Calculus 2,2021B,67
333333312,Linear algebra 1,2018B,86
331211233,Calculus 2,2020A,78
322311333,Linear algebra 1,2021B,58
322131231,Calculus 2,2023B,100
311132313,Linear algebra 1,2023B,54
111133223,Linear algebra 2,2020A,76
311232321,Calculus 1,2020A,64
113313232,Intro to Java,2020A,62
213112311,Linear algebra 2,2022B,46
123331313,Intro to Java,2023B,91
221312123,Linear algebra 1,2019A,81
112312331,Linear algebra 1,2020A,86
123231222,Linear algebra 1,2023B,64
311121313,Intro to Java,2020A,59
211232113,Linear algebra 1,2023B,64
333111123,Calculus 1,2018B,62
322112132,Calculus 2,2022B,52
131131331,Algorithms,2022B,85
113322121,Intro to Java,2021B,69
123213133,Calculus 1,2019A,46
222221122,Calculus 1,2023B,100
312223232,Linear algebra 2,2020A,72
122323223,Linear algebra 2,2020A,63
112113132,Algorithms,2022B,65
113232233,Linear algebra 2,2018B,73
222312323,Intro to Java,2018B,86
233323323,Algorithms,2018B,85
122312133,Calculus 1,2018B,86
321331212,Linear algebra 1,2023B,68
112333131,Algorithms,2022B,76
332231333,Algorithms,2022B,94
331122112,Intro to Java,2023B,68
113111132,Calculus 2,2023B,47
221331231,Intro to Java,2021B,74
122122211,Algorithms,2022B,76
211332321,Algorithms,2021B,65
212333331,Calculus 2,2021B,65
212111222,Linear algebra 2,2022B,81
313212222,Intro to Java,2018B,100
132112233,Calculus 1,2018B,78
133113212,Algorithms,2018B,68
232233311,Calculus 1,2021B,85
321222221,Linear algebra 2,2021B,82
131331223,Linear algebra 1,2023B,68
131332311,Algorithms,2021B,51
132132211,Calculus 2,2023B,73
221133123,Linear algebra 2,2023B,37
122121131,Calculus 1,2020A,100
332212332,Linear algebra 2,2019A,96
211211312,Algorithms,2018B,61
331332212,Linear algebra 1,2023B,57
331111321,Linear algebra 1,2022B,59
231123211,Intro to Java,2018B,58
232231123,Linear algebra 1,2022B,87
232231213,Calculus 2,2021B,71
221121132,Calculus 1,2023B,60
221233213,Algorithms,2018B,41
212211113,Calculus 1,2023B,65
322221333,Linear algebra 1,2019A,79
222131332,Calculus 2,2021B,62
111233132,Linear algebra 2,2020A,85
222331213,Intro to Java,2018B,97
121111331,Linear algebra 2,2018B,60
231223111,Linear algebra 1,2021B,53
111332113,Calculus 2,2021B,79
313112121,Linear algebra 2,2022B,38
332131223,Calculus 1,2020A,69
222212322,Calculus 1,2023B,45
122111311,Calculus 2,2018B,49
131122213,Calculus 1,2019A,95
123232311,Linear algebra 2,2020A,52
111132213,Linear algebra 2,2018B,63
122233221,Intro to Java,2020A,42
321222223,Calculus 2,2022B,53
211322221,Linear algebra 1,2020A,59
212133221,Calculus 2,2021B,51
112332122,Linear algebra 1,2018B,73
112332322,Algorithms,2019A,59
232131232,Linear algebra 2,2019A,83
131131332,Linear algebra 2,2020A,48
112331211,Intro to Java,2022B,50
132232132,Linear algebra 2,2021B,35
212221323,Linear algebra 1,2020A,99
233323233,Algorithms,2020A,61
223331323,Intro to Java,2023B,77
133111313,Linear algebra 1,2021B,45
223331312,Linear algebra 2,2019A,76
233331321,Calculus 2,2021B,80
223321231,Linear algebra 2,2020A,100
131123322,Intro to Java,2018B,75
131112322,Linear algebra 2,2019A,52
121333313,Linear algebra 2,2019A,89
323222232,Linear algebra 1,2020A,70
313313132,Linear algebra 2,2022B,84
323132313,Intro to Java,2021B,75
223323312,Calculus 1,2023B,55
123131213,Linear algebra 1,2022B,84
121333223,Linear algebra 2,2020A,73
121112213,Linear algebra 1,2019A,64
133333313,Intro to Java,2019A,58
121312333,Calculus 1,2021B,70
121233233,Linear algebra 1,2022B,64
221312112,Linear algebra 1,2020A,83
322312333,Linear algebra 1,2020A,69
223123211,Calculus 1,2020A,57
132111232,Intro to Java,2018B,60
331331333,Calculus 2,2019A,63
321113323,Calculus 2,2019A,38
123213233,Linear algebra 1,2022B,67
321232333,Calculus 2,2018B,57
221223332,Calculus 1,2023B,60
111332221,Intro to Java,2022B,64
322321322,Calculus 2,2020A,64
231123312,Intro to Java,2023B,83
222221123,Linear algebra 1,2020A,69
211223333,Linear algebra 1,2022B,76
132333332,Calculus 2,2021B,71
313232312,Calculus 2,2023B,60
231211212,Calculus 2,2023B,53
321112133,Algorithms,2021B,79
111321312,Intro to Java,2020A,85
322113221,Calculus 1,2019A,48
333313231,Linear algebra 2,2020A,82
221113131,Intro to Java,2023B,65
331321221,Linear algebra 2,2021B,68
131221323,Intro to Java,2020A,96
113233111,Algorithms,2020A,72
311111322,Calculus 2,2019A,80
131122113,Intro to Java,2021B,69
233213221,Intro to Java,2021B,53
331112131,Calculus 1,2021B,74
113112223,Linear algebra 2,2023B,61
321121122,Linear algebra 2,2022B,60
132323321,Linear algebra 2,2018B,65
231131321,Algorithms,2020A,55
322233223,Linear algebra 2,2020A,79
121133231,Algorithms,2018B,58
313211113,Algorithms,2019A,77
122133222,Calculus 1,2018B,59
223113121,Linear algebra 1,2022B,72
122211112,Linear algebra 2,2023B,73
213313122,Algorithms,2018B,71
232233223,Algorithms,2020A,73
111323322,Calculus 2,2020A,63
231111111,Linear algebra 1,2023B,100
221331133,Intro to Java,2018B,94
313221222,Calculus 2,2021B,78
131311323,Linear algebra 1,2022B,82
123123231,Linear algebra 1,2021B,63
121221331,Calculus 1,2018B,78
232213211,Calculus 2,2018B,67
312333322,Calculus 1,2023B,73
313122323,Algorithms,2019A,69
131332222,Linear algebra 1,2020A,63
222333222,Calculus 1,2021B,57
312213113,Calculus 2,2023B,74
331323233,Calculus 1,2019A,80
231213333,Intro to Java,2020A,65
212321211,Linear algebra 2,2022B,60
332333312,Calculus 2,2022B,88
332112133,Linear algebra 1,2023B,87
211232111,Calculus 2,2020A,58
313211111,Intro to Java,2021B,68
112111311,Calculus 2,2020A,73
221212212,Calculus 2,2018B,80
111332132,Linear algebra 2,2018B,64
321212312,Algorithms,2020A,81
211321212,Linear algebra 1,2020A,50
321132233,Calculus 1,2022B,72
221313312,Linear algebra 1,2020A,88
333111321,Calculus 1,2018B,82
113311111,Calculus 1,2020A,90
332313333,Calculus 1,2020A,85
231231322,Algorithms,2019A,87
332232313,Linear algebra 1,2021B,100
112133322,Intro to Java,2023B,48
133321312,Calculus 2,2018B,71
123123131,Algorithms,2021B,48
113313132,Calculus 1,2022B,68
212133232,Calculus 1,2019A,73
222123311,Intro to Java,2020A,94
113221132,Calculus 1,2019A,68
233213113,Linear algebra 2,2019A,53
312322133,Calculus 1,2020A,44
131123111,Linear algebra 1,2021B,57
311332331,Linear algebra 2,2022B,89
221212233,Calculus 1,2019A,68
123223331,Linear algebra 1,2021B,61
332113221,Linear algebra 1,2018B,60
112211333,Calculus 1,2020A,33
133311223,Algorithms,2022B,48
312121232,Linear algebra 1,2020A,100
122232312,Algorithms,2022B,76
122333331,Calculus 2,2022B,84
113111313,Calculus 1,2019A,67
221313213,Algorithms,2019A,75
121322333,Linear algebra 2,2023B,58
132313121,Calculus 2,2021B,81
121121133,Linear algebra 1,2022B,79
312312222,Linear algebra 1,2021B,65
223223122,Calculus 1,2023B,90
121311122,Intro to Java,2023B,48
221332131,Linear algebra 2,2023B,94
121213233,Linear algebra 2,2018B,63
211113323,Calculus 2,2021B,90
222211113,Intro to Java,2021B,90
231321233,Calculus 1,2020A,65
312233321,Algorithms,2022B,89
131133233,Algorithms,2019A,82
113313332,Linear algebra 1,2023B,98
213121111,Intro to Java,2020A,82
133123213,Calculus 1,2018B,74
221133313,Calculus 2,2018B,54
223233223,Calculus 1,2018B,59
333133222,Intro to Java,2018B,93
322133323,Calculus 2,2022B,65
321113222,Calculus 1,2018B,76
231233132,Linear algebra 1,2022B,96
121213122,Algorithms,2018B,81
221132323,Linear algebra 1,2018B,78
221233332,Algorithms,2019A,50
331322222,Linear algebra 2,2018B,55
321123222,Linear algebra 1,2020A,66
123221321,Linear algebra 2,2021B,71
323331332,Calculus 1,2023B,73
133121133,Linear algebra 1,2018B,58
221121321,Algorithms,2021B,64
121213121,Calculus 2,2020A,57
211333211,Linear algebra 1,2019A,82
113122312,Intro to Java,2021B,42
222123131,Calculus 2,2020A,78
211312213,Intro to Java,2023B,83
212233131,Linear algebra 1,2020A,84
333313222,Linear algebra 2,2020A,79
313221121,Linear algebra 2,2019A,76
211112322,Linear algebra 1,2021B,73
221111121,Algorithms,2020A,68
212213232,Calculus 2,2023B,97
312332312,Calculus 2,2018B,43
133113123,Algorithms,2023B,72
212233122,Linear algebra 1,2022B,100
332211322,Calculus 2,2019A,72
312313312,Algorithms,2018B,40
313122231,Calculus 2,2022B,63
132321322,Linear algebra 1,2023B,75
313211321,Intro to Java,2023B,53
311213332,Linear algebra 1,2018B,65
222211131,Linear algebra 2,2023B,74
133123231,Calculus 2,2022B,100
321323222,Calculus 1,2018B,58
223131223,Calculus 1,2020A,75
333132121,Algorithms,2023B,83
333331332,Calculus 2,2023B,87
131221131,Intro to Java,2023B,49
333221331,Linear algebra 2,2018B,48
133221232,Linear algebra 1,2018B,100
133233223,Algorithms,2018B,48
121333213,Intro to Java,2021B,71
321332112,Linear algebra 1,2019A,67
132332132,Intro to Java,2018B,91
331222121,Calculus 2,2020A,74
131122331,Linear algebra 2,2018B,75
323323332,Intro to Java,2021B,71
312133113,Intro to Java,2019A,43
313313332,Algorithms,2019A,71
331132313,Linear algebra 2,2019A,65
311221322,Intro to Java,2020A,53
331311113,Linear algebra 2,2022B,74
313113333,Calculus 1,2018B,85
232231121,Linear algebra 1,2022B,66
313131313,Calculus 2,2022B,51
231123121,Algorithms,2019A,79
133333133,Linear algebra 1,2023B,62
111333131,Intro to Java,2019A,71
223222132,Linear algebra 1,2019A,63
133121123,Calculus 2,2020A,70
231113231,Linear algebra 1,2020A,69
112211233,Intro to Java,2018B,80
331232122,Calculus 1,2018B,65
123131313,Intro to Java,2021B,50
231322111,Intro to Java,2019A,68
231331212,Algorithms,2020A,67
232333133,Intro to Java,2018B,74
223313131,Intro to Java,2023B,68
223131232,Linear algebra 1,2019A,74
131122323,Calculus 2,2023B,75
222133221,Calculus 2,2022B,73
131321112,Algorithms,2019A,64
231122213,Calculus 1,2019A,81
313213332,Algorithms,2023B,69
223113212,Calculus 1,2023B,66
112212133,Intro to Java,2021B,81
132322133,Algorithms,2021B,43
223233331,Calculus 2,2020A,72
212311132,Linear algebra 1,2023B,58
212233333,Algorithms,2018B,58
121232211,Intro to Java,2019A,73
232121122,Calculus 1,2018B,66
122213222,Calculus 2,2018B,69
111313212,Intro to Java,2023B,63
313112331,Linear algebra 2,2018B,69
121333212,Intro to Java,2018B,82
212112323,Linear algebra 1,2018B,81
222312131,Algorithms,2019A,83
123321223,Algorithms,2023B,71
222331122,Linear algebra 2,2019A,55
212111323,Linear algebra 1,2018B,81
311231232,Intro to Java,2018B,74
121112122,Linear algebra 2,2021B,42
222332333,Calculus 2,2019A,76
322332231,Calculus 1,2023B,54
122232313,Linear algebra 2,2023B,73
312133323,Algorithms,2018B,59
332111331,Linear algebra 1,2019A,73
322222121,Linear algebra 2,2020A,50
323133222,Linear algebra 1,2019A,68
331121233,Calculus 2,2019A,82
221212213,Calculus 2,2023B,41
231121333,Algorithms,2022B,71
313322233,Calculus 1,2019A,52
133311132,Linear algebra 2,2022B,84
312331131,Linear algebra 2,2021B,66
113112322,Calculus 2,2021B,84
332321123,Linear algebra 2,2020A,88
131112331,Calculus 2,2020A,92
322222312,Linear algebra 2,2021B,57
121212132,Calculus 2,2023B,92
232212122,Calculus 2,2018B,95
332131322,Linear algebra 2,2021B,88
333322323,Calculus 1,2022B,56
322223321,Algorithms,2020A,76
131133211,Algorithms,2020A,74
322123112,Calculus 2,2020A,70
123122222,Linear algebra 2,2019A,100
323211232,Linear algebra 1,2021B,98
132231321,Linear algebra 1,2022B,98
222211122,Calculus 1,2021B,76
231332322,Algorithms,2023B,71
231113121,Calculus 1,2023B,66
113222123,Intro to Java,2022B,75
323333231,Linear algebra 2,2019A,54
311231311,Algorithms,2018B,63
311332313,Calculus 2,2020A,45
213323312,Calculus 1,2018B,69
231223122,Algorithms,2021B,66
312133212,Calculus 1,2022B,71
333232121,Calculus 2,2018B,100
322111113,Calculus 2,2018B,71
223223313,Intro to Java,2018B,49
333112133,Linear algebra 1,2018B,81
322212222,Algorithms,2023B,82
233312323,Algorithms,2020A,88
311132212,Calculus 1,2023B,75
332212232,Algorithms,2022B,68
232113111,Algorithms,2021B,98
123323113,Calculus 2,2019A,25
321213231,Algorithms,2019A,32
321113231,Calculus 2,2018B,54
112233113,Linear algebra 1,2023B,60
311232231,Linear algebra 1,2019A,61
112213133,Linear algebra 2,2018B,93
311312212,Intro to Java,2019A,100
221123333,Calculus 1,2018B,53
321112121,Linear algebra 2,2020A,68
123331121,Intro to Java,2021B,52
123312133,Intro to Java,2018B,66
322331321,Linear algebra 1,2018B,60
111112122,Intro to Java,2020A,77
111133121,Algorithms,2022B,90
323113313,Linear algebra 2,2019A,64
132232122,Linear algebra 2,2023B,60
113223113,Intro to Java,2023B,66
233331333,Linear algebra 1,2023B,58
331121332,Intro to Java,2022B,77
231333122,Algorithms,2022B,50
131213132,Linear algebra 2,2021B,70
112232213,Intro to Java,2021B,60
123213211,Algorithms,2020A,62
121222112,Linear algebra 1,2022B,80
312212122,Algorithms,2019A,65
113231333,Calculus 2,2018B,69
311323332,Linear algebra 1,2019A,75
232122221,Intro to Java,2020A,90
132311323,Calculus 1,2022B,81
123123311,Calculus 1,2020A,100
213323322,Intro to Java,2023B,61
131212212,Linear algebra 1,2022B,66
312321131,Intro to Java,2021B,51
233323123,Calculus 1,2020A,48
122211312,Calculus 1,2022B,67
332131331,Calculus 1,2020A,79
111232231,Calculus 2,2018B,55
311231211,Calculus 2,2018B,62
233222221,Intro to Java,2020A,72
312211113,Calculus 1,2018B,42
333121123,Algorithms,2021B,80
223233112,Linear algebra 1,2023B,82
112232312,Linear algebra 2,2020A,54
331211123,Linear algebra 1,2020A,70
213331112,Linear algebra 1,2020A,57
311233221,Linear algebra 1,2020A,63
123113221,Linear algebra 2,2019A,58
333113211,Algorithms,2023B,63
332323113,Intro to Java,2022B,60
132322131,Algorithms,2018B,64
332232221,Linear algebra 1,2019A,99
222111212,Intro to Java,2022B,48
231213113,Linear algebra 2,2021B,71
111112211,Calculus 2,2022B,61
323222113,Linear algebra 1,2021B,94
333322123,Calculus 1,2023B,54
223311113,Calculus 1,2021B,46
312221221,Linear algebra 2,2020A,78
321323311,Calculus 1,2022B,63
332231233,Calculus 1,2021B,67
122131222,Linear algebra 1,2022B,70
133221113,Linear algebra 2,2018B,86
132331313,Algorithms,2022B,65
332321233,Linear algebra 2,2022B,57
313113312,Intro to Java,2022B,48
133222122,Calculus 2,2019A,60
212321311,Algorithms,2018B,85
323233121,Calculus 2,2022B,70
131132132,Linear algebra 1,2021B,76
233223311,Linear algebra 2,2019A,77
222332112,Calculus 1,2020A,70
123321333,Linear algebra 1,2021B,51
322233113,Algorithms,2022B,100
323332311,Linear algebra 2,2021B,84
232132323,Algorithms,2018B,68
333133312,Intro to Java,2019A,53
313212331,Calculus 2,2018B,59
131212111,Linear algebra 1,2020A,68
221121312,Calculus 1,2019A,96
233112332,Algorithms,2021B,78
311313111,Calculus 2,2023B,63
121123311,Linear algebra 1,2021B,81
123331222,Calculus 1,2018B,70
322332111,Calculus 2,2021B,67
132222131,Linear algebra 1,2020A,63
213211132,Linear algebra 1,2023B,73
113223321,Linear algebra 1,2023B,64
323212331,Linear algebra 1,2023B,89
331233231,Linear algebra 1,2019A,61
313133222,Intro to Java,2022B,33
213311211,Intro to Java,2021B,57
113313111,Calculus 1,2022B,52
222311221,Calculus 2,2020A,76
232323223,Linear algebra 1,2020A,90
231323323,Intro to Java,2020A,100
331313332,Algorithms,2021B,73
232113113,Intro to Java,2019A,74
323111133,Linear algebra 2,2022B,78
211123212,Calculus 2,2022B,83
312211313,Calculus 2,2018B,72
131312311,Linear algebra 2,2022B,59
321331221,Calculus 1,2023B,59
223132113,Algorithms,2018B,80
123211121,Calculus 1,2023B,80
311211132,Calculus 2,2018B,88
212213322,Calculus 2,2018B,60
113312211,Calculus 2,2018B,74
232332113,Calculus 2,2020A,50
222313131,Linear algebra 1,2022B,69
131232313,Calculus 1,2021B,64
231333123,Intro to Java,2019A,63
111321232,Linear algebra 2,2019A,55
322211112,Intro to Java,2018B,70
221231311,Algorithms,2019A,73
212322321,Calculus 1,2022B,35
121311213,Intro to Java,2023B,70
233111323,Calculus 2,2021B,79
233131332,Calculus 1,2018B,73
232332231,Calculus 1,2019A,80
113132331,Linear algebra 2,2021B,96
113212213,Intro to Java,2021B,72
213313323,Linear algebra 1,2021B,71
313322133,Intro to Java,2018B,43
132132132,Calculus 1,2020A,50
221132111,Algorithms,2022B,75
212133331,Intro to Java,2021B,67
332212222,Linear algebra 1,2019A,57
121213123,Linear algebra 2,2023B,67
132133313,Algorithms,2021B,71
132331222,Calculus 1,2023B,70
333312132,Calculus 1,2020A,75
331233123,Calculus 2,2023B,52
123133132,Intro to Java,2018B,62
333113232,Algorithms,2020A,62
333112331,Linear algebra 1,2021B,89
313132311,Intro to Java,2022B,78
211222212,Calculus 2,2018B,71
313121231,Algorithms,2023B,54
132323212,Intro to Java,2018B,64
311211123,Intro to Java,2023B,84
332223221,Calculus 2,2018B,70
332112332,Linear algebra 1,2019A,58
322131133,Calculus 2,2018B,69
231231132,Calculus 2,2022B,73
321231233,Algorithms,2019A,80
231321132,Calculus 2,2023B,66
232333321,Algorithms,2018B,84
233323333,Intro to Java,2019A,43
123113232,Calculus 2,2023B,53
311232333,Linear algebra 1,2021B,75
233122131,Linear algebra 2,2020A,56
223112333,Intro to Java,2019A,64
121131311,Linear algebra 2,2020A,77
123121212,Algorithms,2021B,62
111321222,Intro to Java,2022B,84
123333312,Algorithms,2021B,84
221232111,Linear algebra 2,2019A,69
233231221,Calculus 1,2020A,71
111132221,Intro to Java,2021B,43
233312121,Intro to Java,2019A,56
233211111,Algorithms,2018B,81
323323323,Linear algebra 2,2018B,70
113123112,Algorithms,2021B,69
112121231,Intro to Java,2018B,77
222112233,Linear algebra 1,2020A,88
121221123,Intro to Java,2021B,54
131312121,Linear algebra 2,2018B,97
233331121,Intro to Java,2020A,47
333212333,Intro to Java,2020A,81
111132132,Linear algebra 1,2018B,59
233112231,Linear algebra 1,2019A,67
212313331,Intro to Java,2022B,93
123323223,Intro to Java,2019A,84
122133221,Linear algebra 1,2020A,89
332222211,Calculus 2,2021B,72
123211223,Algorithms,2023B,62
131313323,Algorithms,2021B,60
231321121,Algorithms,2021B,79
221111231,Calculus 1,2020A,71
331333333,Linear algebra 2,2023B,89
323331121,Calculus 1,2022B,76
333121212,Algorithms,2019A,60
113212331,Calculus 2,2019A,64
222112333,Linear algebra 1,2018B,61
322321323,Calculus 1,2018B,79
222331222,Algorithms,2020A,53
232331113,Intro to Java,2019A,56
123132233,Calculus 1,2021B,57
213311212,Calculus 2,2018B,91
132333121,Calculus 1,2022B,85
113122113,Calculus 1,2018B,76
331132212,Intro to Java,2020A,59
232333311,Linear algebra 1,2022B,69
122321211,Calculus 1,2019A,45
112321312,Intro to Java,2018B,70
312213332,Calculus 2,2018B,76
222213321,Intro to Java,2021B,75
221323323,Calculus 2,2018B,64
321133323,Algorithms,2023B,75
123332321,Intro to Java,2022B,86
123212313,Linear algebra 2,2022B,64
133311211,Linear algebra 1,2022B,60
121333221,Intro to Java,2019A,61
221121231,Algorithms,2020A,73
133323312,Intro to Java,2023B,95
222111132,Algorithms,2023B,89
311132221,Linear algebra 1,2022B,61
323132321,Calculus 1,2020A,77
122221232,Intro to Java,2023B,81
333232223,Linear algebra 1,2023B,54
321313322,Calculus 1,2020A,57
113132221,Calculus 2,2021B,52
322132231,Intro to Java,2020A,49
133313331,Calculus 2,2019A,87
212112132,Intro to Java,2023B,82
112133221,Calculus 1,2021B,79
231111221,Intro to Java,2020A,70
